id,occupation,experience_text,published_date
70,طراحی گرافیک,«بخدا شبیه دیونه‌ها شدم، دیشب موقع شام گریه‌م گرفته بود و بند نمی‌اومد. من و دوتا از دوستان تو یه شرکتی کار می‌کردیم که کارش واردات گوشی موبایل و فروش آنلاین بود، الان چندین ماهه درست و حسابی تکلیف‌مون مشخص نیست. یکی‌از دوستان چند روز قبل جنگ (اوضاع قبل جنگ‌ام خیلی جالب نبود) بخاطر اوضاع بدی مملکت خونه‌شو تحویل داد و رفت شهرستان، کلی پول داد بوده برای دوره برنامه‌نویسی و الان هیچ! اون یکی دوستمم چند روز پیش رفت، منم تا آخر خرداد احتمالاً! واقعی واقعی بدون اغراق.»,2026-05-20 00:00:00.000 +0330
71,پژوهشگر,«از دی ماه که اینترنت قطع شد. کلا بیکار شدم و اومدم خونه ی پدرم زندگی میکنم و خونم را تحویل دادم‌ .‌شغلم پژوهش بود برای دانشجوها کارهای پژوهشی انجام میدادم ‌و خودمم هم محقق بودم و با چندتا دانشگاه خارج از کشور کار می‌کردم.  الان زندگیم سیاه شده. مقاله تو سابمیت دارم نمیتونم ببینم چی شدن و کلی کار دیگه . امیدوارم از این تاریکی نجات پیدا کنیم . واقعا بیچاره شدم.»,2026-05-20 00:00:00.000 +0330
72,نامشخص,"«بخاطر آنلاین نشدن 80 روزه هیچ اپی کار نمی‌کنه هی Microsoft Auth میخواد درحالی که خب بخاطر نبود اینترنت غیرممکنه
از طرفی دیگه Sharing Nearby که کل کارم باهاش بود دیگه به همین دلیل کار نمی‌کنه و مجبورم فایل هارو با هزار بدبختی جابجا کنم
بدتر از همه درایورهای گرافیکه افراد اهلش میدونن گرافیک های Intel Arc شدیدا وابسته به درایور ها هستن، الان به همین دلیل نمیتونم RE9 رو تست کنم
حالا اینم به این موضوع مربوط نیست ولی الان و دی 4 ماه از 6 ماه پریمیوم تلگرامم سوخت و ضرر مالی دیدم»",2026-05-20 00:00:00.000 +0330
73,طراح گرافیک,«من طراح گرافیک هستم برای پیشرفت تو کارم نیاز به رفرنس از پینترست و اموزش های یوتیوب دارم یا قطعی اینترنت هم انگیزم رو از دست دادم هم پیشرفتمو»,2026-05-20 00:00:00.000 +0330
74,"هنرمند, نقاش",«من یه نقاشم که برای تمرین ها از پینترست و اینیستاگرام طرح پیدا میکنم و  آپلود ویدئو های آموزشی تو یوتوب هم درآمدم بود و با توجه به حرفه ام باید خودم ر از تکنیک ها و روش ها آپدیت نگه دارم که با توجه به شراط الان تنها سرگرمی و شغلم رو از دست دادم و چیزی جز افسردگی برام نمدندا»,2026-05-20 00:00:00.000 +0330
75,دانشجو,«سلام من یک هنرمندم که تو اینستاگرام و یوتیوب و تیک تاک کار می کردم و سفارش می گرفتم ولی الان مونم و بیکار شدم و پولان تهکشیده»,2026-05-20 00:00:00.000 +0330
76,مهندس هوش مصنوعی ، نویسنده و پژوهشگر,«منم یک انسانم، مثل تمام افراد دیگری که اینجا روایت خودشون رو ثبت کردند. اینترنت برای نه‌تنها بستر کار و حرفه و ابزار سرگرمی‌ام بود، که دریچه‌ای بود ناتمام برای امکانِ رهایی و آزادی، هر ایده‌ای داشتم رو می‌تونستم به پروژه‌ی کاری تبدیل کنم، هر اندیشه‌ای داشتم، به‌وسیله‌ی اینترنت به چالشش می‌کشیدم و هر کنجکاوی‌ای که داشتم با اینترنت، یادگیری را آغاز می‌کردم و می‌آموختم. در عصری که زندگی آدمیزاد، کاملاً ماشینی و خشک شده بود، اینترنت تنها راهی بود که با اون انسان می‌شدم.»,2026-05-20 00:00:00.000 +0330
77,نامشخص,"«من یه پسر ۱۳ سالم، تقریبا ۱ یا ۲ ماه قبل جنگ ۱۲ روزه به زور تونستم یه کامپیوتر بگیرم، تو دلم کلی ذوق داشتم که قراره بازی های خفن و اینا بازی کنم:)) 
هنوز که هنوزه داشتم استفاده کردن از کامپیوترم رو یاد میگرفتم، که فهمیدم خبری از اینترنت نیست... 
البته الان چند تا بازی افلاین و با نت ملی بازی میکنم، اما چیزی که میخوام نیست. 
روی هر چی کلیک میکنی، لود نمیشه و باید نت پرو داشته باشی، که... ۵۰ گیگش ۵ تومنه:)) 
خلاصه اینکه واقعا کلافه شدم»",2026-05-20 00:00:00.000 +0330
78,صاحب کسب و کار اینترنتی,«انلاین شاپ داشتم اینستا خرج خانواده از اون راه به زور میدادم الان که نت ملی شد درآمد صفر»,2026-05-19 00:00:00.000 +0330
79,داوطلب کنکور,«من یه کنکوریم  توی حساس ترین مرحله زندگیم شرایط مالی من جوری نبود که مثل بقیه کلاس های  آنلاین کنکور رو بخرم و از تلگرام می‌دیدم الان من موندم یه بی نتی و آینده نا معلوم»,2026-05-19 00:00:00.000 +0330
80,نامشخص,«خودم از اینترنت برای سرگرمی استفاده میکردم اما مادرم نقاشی هاش رو توی اینستاگرام و یوتیوب میذاشت تولید محتوا میکرد سفارش میگرفت تازه داشت ی درآمدی از یوتیوبشو سفارشاتش در میاورد الان با قطعی اینترنت همچی پرید و قیمت کانفیگا واقعا فضاییه.»,2026-05-19 00:00:00.000 +0330
81,دانش آموز,«سلام  سیزده سالمه دانش اموزم   شاید فکر کنید قطعی اینترنت برای دانش اموز اثر نمیاره اما باید بگم  زندگی منه دانش آموز زیر رو شده.   من. یه دانش آموز  راهنمایی ام    بعد از قطعی اینترنت. نه دیگه یوتوب هست که برم. ادیت یاد بگیرم    منبع داشته باشم حرفه  یاد بگیرم   نه  تلگرام هست که برم از توش برای خودم سوالاتی پیدا کنم  نه دیگه   چت جی بی تی هست که باهاش حرف بزنم تو درسام کمک بگیرم    تو این مدت هر کاری کردم هیچ جایگزین خوبی برای. این    چیزا پیدا نکردم  رسما افسردگی گرفتم  .»,2026-05-19 00:00:00.000 +0330
82,معلم مجازی تافل,"«باور کنین ۸۰ روزه نت نداریم و دیگه خسته شدیم.
کار و درآمدم همه‌اش اینترنتی بود، الان تقریباً هیچی برام نمونده.
بچه‌م مریضه، دخل و خرجمون بهم ریخته، حتی مجبور شدم یه سری از وسایل خونه رو بفروشم.
دیگه فقط مونده با دل خالی ادامه بدیم»",2026-05-19 00:00:00.000 +0330
83,نامشخص,«سلام، من داشتم یه سری پروژه‌های شخصی به عنوان رزومه انجام می‌دادم، می‌خواستم بعد از فارغ‌التحصیلی یه سری تمرکز بذارم برای اینکه بتونم چیزهای بیشتری مربوط به رشته‌م یاد بگیرم و آدم باسوادی بشم. مقاله‌های وبلاگی یا آکادمیک بخونم که وبلاگم رو توسعه بدم. الان فقط می‌تونم کتاب‌های فارسی از سرویس‌های ایرانی بخونم یا گوش بدم. از توی گودریدز یا گوگل هم نمی‌تونم کتاب جالب از طریق نظرات کاربران پیدا کنم. با خودم فکر می‌کنم قبلا که اینترنت نبود مردم چجوری خودشونو آپدیت نگه می‌داشتن...»,2026-05-19 00:00:00.000 +0330
84,ادمین,«من از ربات های تلگرام و کار ادمینی تلگرام درآمد داشتم، تنها درامدم، تازه وضعم خوب شده بود و کلی چک دادم و وسیله گرفتم، اینترنت ملی شد و من هم طلاهامو فروختم وهم گوشیمو!  به عبارت ساده بدبدخت شدم»,2026-05-19 00:00:00.000 +0330
85,دانشجو,«من علاوه بر شغلم، دانشجوی ارشد و در حال پایان‌نامه هستم. دسترسی به همه منابع خارجی قطعه. اصلیترین راهها برای ارتباط با منابع، تلگرام و گوگل اسکولاره که هردو رو نداریم. پیامرسانهای داخلی پر از باگ و اشکالن و قابل اعتماد نیستن. یکروز هست و یکروز نیست. بسترهای برگزاری جلسات کلاسهای مجازی بدرد نمیخورن و بلااستفاده‌ان. بخاطر کارم هم حتی اگر فرض کنیم مستقیم آسیب نمیبینم اما مشتریهای آسیب دیده توان سفارش و پرداخت ندارن و اساسا کار خیلی کم شده. بازم بگم یا بسه؟»,2026-05-19 00:00:00.000 +0330
